date,value
1975-01-01,
1975-02-01,
1975-03-01,
1975-04-01,
1975-05-01,
1975-06-01,
1975-07-01,
1975-08-01,
1975-09-01,
1975-10-01,
1975-11-01,
1975-12-01,
1976-01-01,
1976-02-01,
1976-03-01,
1976-04-01,
1976-05-01,
1976-06-01,
1976-07-01,
1976-08-01,
1976-09-01,
1976-10-01,
1976-11-01,
1976-12-01,
1977-01-01,
1977-02-01,
1977-03-01,
1977-04-01,
1977-05-01,
1977-06-01,
1977-07-01,
1977-08-01,
1977-09-01,
1977-10-01,
1977-11-01,
1977-12-01,
1978-01-01,
1978-02-01,
1978-03-01,
1978-04-01,
1978-05-01,
1978-06-01,
1978-07-01,
1978-08-01,
1978-09-01,
1978-10-01,
1978-11-01,
1978-12-01,
1979-01-01,
1979-02-01,
1979-03-01,
1979-04-01,
1979-05-01,
1979-06-01,
1979-07-01,
1979-08-01,
1979-09-01,
1979-10-01,
1979-11-01,
1979-12-01,
1980-01-01,
1980-02-01,
1980-03-01,
1980-04-01,
1980-05-01,
1980-06-01,
1980-07-01,
1980-08-01,
1980-09-01,
1980-10-01,
1980-11-01,
1980-12-01,
1981-01-01,
1981-02-01,
1981-03-01,
1981-04-01,
1981-05-01,
1981-06-01,
1981-07-01,
1981-08-01,
1981-09-01,
1981-10-01,
1981-11-01,
1981-12-01,
1982-01-01,
1982-02-01,
1982-03-01,
1982-04-01,
1982-05-01,
1982-06-01,
1982-07-01,
1982-08-01,
1982-09-01,
1982-10-01,
1982-11-01,
1982-12-01,
1983-01-01,
1983-02-01,
1983-03-01,
1983-04-01,
1983-05-01,
1983-06-01,
1983-07-01,
1983-08-01,
1983-09-01,
1983-10-01,
1983-11-01,
1983-12-01,
1984-01-01,
1984-02-01,
1984-03-01,
1984-04-01,
1984-05-01,
1984-06-01,
1984-07-01,
1984-08-01,
1984-09-01,
1984-10-01,
1984-11-01,
1984-12-01,
1985-01-01,
1985-02-01,
1985-03-01,
1985-04-01,
1985-05-01,
1985-06-01,
1985-07-01,
1985-08-01,
1985-09-01,
1985-10-01,
1985-11-01,
1985-12-01,
1986-01-01,
1986-02-01,
1986-03-01,
1986-04-01,
1986-05-01,
1986-06-01,
1986-07-01,
1986-08-01,
1986-09-01,
1986-10-01,
1986-11-01,
1986-12-01,
1987-01-01,63.965
1987-02-01,64.423
1987-03-01,64.735
1987-04-01,65.131
1987-05-01,65.563
1987-06-01,66.071
1987-07-01,66.508
1987-08-01,66.938
1987-09-01,67.331
1987-10-01,67.73899999999999
1987-11-01,68.108
1987-12-01,68.506
1988-01-01,68.857
1988-02-01,69.26100000000001
1988-03-01,69.637
1988-04-01,69.976
1988-05-01,70.426
1988-06-01,70.889
1988-07-01,71.355
1988-08-01,71.8
1988-09-01,72.241
1988-10-01,72.63600000000001
1988-11-01,73.072
1988-12-01,73.465
1989-01-01,73.947
1989-02-01,74.383
1989-03-01,74.779
1989-04-01,75.085
1989-05-01,75.306
1989-06-01,75.48
1989-07-01,75.656
1989-08-01,75.835
1989-09-01,76.056
1989-10-01,76.283
1989-11-01,76.521
1989-12-01,76.705
1990-01-01,76.89699999999999
1990-02-01,77.053
1990-03-01,77.20100000000001
1990-04-01,77.278
1990-05-01,77.297
1990-06-01,77.258
1990-07-01,77.139
1990-08-01,77.009
1990-09-01,76.84899999999999
1990-10-01,76.699
1990-11-01,76.369
1990-12-01,76.184
1991-01-01,75.915
1991-02-01,75.733
1991-03-01,75.569
1991-04-01,75.565
1991-05-01,75.764
1991-06-01,75.991
1991-07-01,76.081
1991-08-01,76.108
1991-09-01,76.192
1991-10-01,76.074
1991-11-01,76.013
1991-12-01,76.056
1992-01-01,76.086
1992-02-01,76.155
1992-03-01,76.27600000000001
1992-04-01,76.345
1992-05-01,76.398
1992-06-01,76.332
1992-07-01,76.263
1992-08-01,76.229
1992-09-01,76.238
1992-10-01,76.375
1992-11-01,76.557
1992-12-01,76.673
1993-01-01,76.783
1993-02-01,76.837
1993-03-01,76.867
1993-04-01,76.936
1993-05-01,77.036
1993-06-01,77.242
1993-07-01,77.429
1993-08-01,77.612
1993-09-01,77.794
1993-10-01,77.94
1993-11-01,78.14699999999999
1993-12-01,78.325
1994-01-01,78.59100000000001
1994-02-01,78.726
1994-03-01,78.855
1994-04-01,78.986
1994-05-01,79.221
1994-06-01,79.421
1994-07-01,79.593
1994-08-01,79.78
1994-09-01,79.918
1994-10-01,80.065
1994-11-01,80.149
1994-12-01,80.296
1995-01-01,80.426
1995-02-01,80.527
1995-03-01,80.597
1995-04-01,80.66
1995-05-01,80.703
1995-06-01,80.783
1995-07-01,80.937
1995-08-01,81.109
1995-09-01,81.305
1995-10-01,81.48100000000001
1995-11-01,81.618
1995-12-01,81.735
1996-01-01,81.833
1996-02-01,81.95299999999999
1996-03-01,82.193
1996-04-01,82.42
1996-05-01,82.609
1996-06-01,82.751
1996-07-01,82.927
1996-08-01,83.085
1996-09-01,83.256
1996-10-01,83.376
1996-11-01,83.551
1996-12-01,83.72
1997-01-01,83.954
1997-02-01,84.179
1997-03-01,84.45
1997-04-01,84.62200000000001
1997-05-01,84.86
1997-06-01,85.079
1997-07-01,85.331
1997-08-01,85.572
1997-09-01,85.85
1997-10-01,86.146
1997-11-01,86.632
1997-12-01,87.09200000000001
1998-01-01,87.61399999999999
1998-02-01,88.00200000000001
1998-03-01,88.441
1998-04-01,88.87799999999999
1998-05-01,89.363
1998-06-01,89.844
1998-07-01,90.309
1998-08-01,90.785
1998-09-01,91.258
1998-10-01,91.71600000000001
1998-11-01,92.199
1998-12-01,92.712
1999-01-01,93.20700000000001
1999-02-01,93.671
1999-03-01,94.21600000000001
1999-04-01,94.78399999999999
1999-05-01,95.34299999999999
1999-06-01,95.97399999999999
1999-07-01,96.59100000000001
1999-08-01,97.21799999999999
1999-09-01,97.861
1999-10-01,98.522
1999-11-01,99.15299999999999
1999-12-01,99.84299999999999
2000-01-01,100.552
2000-02-01,101.339
2000-03-01,102.12700000000001
2000-04-01,102.92200000000001
2000-05-01,103.678
2000-06-01,104.42399999999999
2000-07-01,105.054
2000-08-01,105.76799999999999
2000-09-01,106.538
2000-10-01,107.382
2000-11-01,108.302
2000-12-01,109.14200000000001
2001-01-01,109.846
2001-02-01,110.501
2001-03-01,111.109
2001-04-01,111.652
2001-05-01,112.164
2001-06-01,112.79700000000001
2001-07-01,113.492
2001-08-01,114.167
2001-09-01,114.81200000000001
2001-10-01,115.31
2001-11-01,115.85700000000001
2001-12-01,116.455
2002-01-01,117.14299999999999
2002-02-01,117.844
2002-03-01,118.68700000000001
2002-04-01,119.611
2002-05-01,120.72399999999999
2002-06-01,121.81299999999999
2002-07-01,122.88799999999999
2002-08-01,123.831
2002-09-01,124.78
2002-10-01,125.735
2002-11-01,126.67
2002-12-01,127.624
2003-01-01,128.461
2003-02-01,129.356
2003-03-01,130.148
2003-04-01,130.885
2003-05-01,131.735
2003-06-01,132.649
2003-07-01,133.77700000000002
2003-08-01,134.968
2003-09-01,136.29399999999998
2003-10-01,137.532
2003-11-01,138.795
2003-12-01,140.18
2004-01-01,141.64700000000002
2004-02-01,143.192
2004-03-01,145.058
2004-04-01,146.592
2004-05-01,148.186
2004-06-01,149.851
2004-07-01,151.338
2004-08-01,152.634
2004-09-01,154.18
2004-10-01,155.752
2004-11-01,157.528
2004-12-01,159.33100000000002
2005-01-01,161.289
2005-02-01,163.344
2005-03-01,165.813
2005-04-01,167.502
2005-05-01,169.351
2005-06-01,171.19099999999997
2005-07-01,172.86
2005-08-01,174.442
2005-09-01,176.437
2005-10-01,178.02700000000002
2005-11-01,179.68
2005-12-01,180.91
2006-01-01,182.32
2006-02-01,183.287
2006-03-01,184.365
2006-04-01,184.328
2006-05-01,184.155
2006-06-01,183.507
2006-07-01,183.06599999999997
2006-08-01,182.593
2006-09-01,182.798
2006-10-01,183.197
2006-11-01,183.608
2006-12-01,184.138
2007-01-01,184.516
2007-02-01,184.59799999999998
2007-03-01,184.15
2007-04-01,183.01
2007-05-01,181.6
2007-06-01,180.253
2007-07-01,179.11
2007-08-01,178.11599999999999
2007-09-01,177.55700000000002
2007-10-01,176.623
2007-11-01,175.146
2007-12-01,174.34099999999998
2008-01-01,173.13099999999997
2008-02-01,171.53900000000002
2008-03-01,170.05200000000002
2008-04-01,168.33700000000002
2008-05-01,166.658
2008-06-01,165.016
2008-07-01,163.564
2008-08-01,161.986
2008-09-01,160.30700000000002
2008-10-01,158.326
2008-11-01,156.141
2008-12-01,153.618
2009-01-01,151.506
2009-02-01,150.014
2009-03-01,148.659
2009-04-01,147.947
2009-05-01,147.69299999999998
2009-06-01,148.088
2009-07-01,148.408
2009-08-01,148.27700000000002
2009-09-01,148.024
2009-10-01,147.85
2009-11-01,148.136
2009-12-01,147.93
2010-01-01,147.39600000000002
2010-02-01,145.631
2010-03-01,145.858
2010-04-01,146.401
2010-05-01,146.392
2010-06-01,145.719
2010-07-01,144.987
2010-08-01,143.912
2010-09-01,143.015
2010-10-01,142.526
2010-11-01,142.167
2010-12-01,142.054
2011-01-01,141.516
2011-02-01,140.343
2011-03-01,139.975
2011-04-01,140.007
2011-05-01,139.903
2011-06-01,139.86
2011-07-01,139.72799999999998
2011-08-01,139.308
2011-09-01,138.667
2011-10-01,137.951
2011-11-01,137.15
2011-12-01,136.672
2012-01-01,136.606
2012-02-01,136.531
2012-03-01,137.90200000000002
2012-04-01,139.151
2012-05-01,140.15200000000002
2012-06-01,141.028
2012-07-01,141.66899999999998
2012-08-01,142.278
2012-09-01,142.906
2012-10-01,143.597
2012-11-01,144.58
2012-12-01,145.497
2013-01-01,146.82299999999998
2013-02-01,147.781
2013-03-01,149.96
2013-04-01,151.517
2013-05-01,152.849
2013-06-01,154.19899999999998
2013-07-01,155.60399999999998
2013-08-01,156.961
2013-09-01,158.22299999999998
2013-10-01,159.239
2013-11-01,160.07299999999998
2013-12-01,160.99200000000002
2014-01-01,161.923
2014-02-01,162.52100000000002
2014-03-01,163.08100000000002
2014-04-01,163.388
2014-05-01,163.655
2014-06-01,164.065
2014-07-01,164.584
2014-08-01,165.21099999999998
2014-09-01,165.90099999999998
2014-10-01,166.637
2014-11-01,167.331
2014-12-01,168.045
2015-01-01,168.625
2015-02-01,169.122
2015-03-01,169.793
2015-04-01,170.293
2015-05-01,170.875
2015-06-01,171.476
2015-07-01,172.145
2015-08-01,172.93099999999998
2015-09-01,173.82299999999998
2015-10-01,174.787
2015-11-01,175.733
2015-12-01,176.537
2016-01-01,177.261
2016-02-01,177.639
2016-03-01,178.15599999999998
2016-04-01,178.757
2016-05-01,179.419
2016-06-01,180.08700000000002
2016-07-01,180.84599999999998
2016-08-01,181.83599999999998
2016-09-01,182.81
2016-10-01,183.738
2016-11-01,184.748
2016-12-01,185.71099999999998
2017-01-01,186.793
2017-02-01,187.31099999999998
2017-03-01,187.988
2017-04-01,188.718
2017-05-01,189.606
2017-06-01,190.516
2017-07-01,191.46
2017-08-01,192.64700000000002
2017-09-01,193.74200000000002
2017-10-01,194.78799999999998
2017-11-01,195.94099999999997
2017-12-01,197.16099999999997
2018-01-01,198.301
2018-02-01,199.22799999999998
2018-03-01,199.96599999999998
2018-04-01,200.66
2018-05-01,201.422
2018-06-01,202.24
2018-07-01,202.908
2018-08-01,203.66
2018-09-01,204.315
2018-10-01,205.078
2018-11-01,205.649
2018-12-01,206.14
2019-01-01,206.53400000000002
2019-02-01,206.862
2019-03-01,207.082
2019-04-01,207.533
2019-05-01,208.144
2019-06-01,208.646
2019-07-01,209.25
2019-08-01,210.03099999999998
2019-09-01,210.84099999999998
2019-10-01,211.725
2019-11-01,212.763
2019-12-01,213.93200000000002
2020-01-01,215.03099999999998
2020-02-01,215.90099999999998
2020-03-01,216.46099999999998
2020-04-01,216.861
2020-05-01,216.986
2020-06-01,217.578
2020-07-01,219.29
2020-08-01,222.27
2020-09-01,225.73
2020-10-01,229.65
2020-11-01,233.21400000000003
2020-12-01,236.523
2021-01-01,239.69400000000002
2021-02-01,242.446
2021-03-01,245.55599999999998
2021-04-01,249.12400000000002
2021-05-01,253.365
2021-06-01,258.222
2021-07-01,262.626
2021-08-01,266.599
2021-09-01,270.181
2021-10-01,273.559
2021-11-01,277.27099999999996
2021-12-01,281.45
2022-01-01,286.21299999999997
2022-02-01,291.28700000000003
2022-03-01,296.546
2022-04-01,300.574
2022-05-01,303.578
2022-06-01,304.39
2022-07-01,303.525
2022-08-01,301.05400000000003
2022-09-01,299.033
2022-10-01,298.647
2022-11-01,298.366
2022-12-01,297.57599999999996
2023-01-01,297.54400000000004
2023-02-01,297.966
2023-03-01,299.072
2023-04-01,300.474
2023-05-01,302.505
2023-06-01,304.461
2023-07-01,306.781
2023-08-01,309.165
2023-09-01,311.225
2023-10-01,313.069
2023-11-01,313.94
2023-12-01,314.611
2024-01-01,316.017
2024-02-01,317.513
2024-03-01,318.452
2024-04-01,319.461
2024-05-01,320.324
2024-06-01,320.818
